City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
259,Sao Filipe,CV,2022-09-25 03:20:07,14.8961,-24.4956,76.78,86,98,8.57,overcast clouds
260,Hamilton,US,2022-09-25 03:20:07,39.1834,-84.5333,66.79,83,0,9.22,clear sky
261,Gbarnga,LR,2022-09-25 03:20:08,6.9956,-9.4722,70.77,100,100,1.36,overcast clouds
262,Aliaga,PH,2022-09-25 03:20:08,15.5167,120.8667,85.5,83,100,2.98,moderate rain
263,Orsha,BY,2022-09-25 03:20:09,54.5153,30.4053,42.75,81,99,16.75,overcast clouds
264,Omboue,GA,2022-09-25 03:16:05,-1.5746,9.2618,75.72,85,100,7.96,overcast clouds
265,Nizwa,OM,2022-09-25 03:20:10,22.9333,57.5333,84.06,34,31,0.92,scattered clouds
266,Ternate,ID,2022-09-25 03:20:10,0.8,127.4,84.34,71,100,12.66,overcast clouds
267,Thunder Bay,CA,2022-09-25 03:20:10,48.4001,-89.3168,51.78,87,100,2.3,overcast clouds
268,Kaitangata,NZ,2022-09-25 03:20:11,-46.2817,169.8464,51.55,80,100,14.12,overcast clouds
269,Berbera,SO,2022-09-25 03:20:11,10.4396,45.0143,87.28,67,20,3.96,few clouds
270,Berlevag,NO,2022-09-25 03:20:12,70.8578,29.0864,46.4,81,100,6.91,overcast clouds
271,Atasu,KZ,2022-09-25 03:20:12,48.6814,71.6433,68.38,27,0,2.01,clear sky
272,Mehamn,NO,2022-09-25 03:20:13,71.0357,27.8492,46.35,87,75,8.05,broken clouds
273,Codrington,AU,2022-09-25 03:20:13,-38.2667,141.9667,62.2,52,97,5.91,overcast clouds
274,Nacala,MZ,2022-09-25 03:20:13,-14.5428,40.6728,70.74,92,4,2.01,clear sky
275,Namatanai,PG,2022-09-25 03:19:54,-3.6667,152.4333,85.15,65,86,10.04,overcast clouds
276,Uyuni,BO,2022-09-25 03:21:14,-20.4597,-66.825,38.79,20,93,16.51,overcast clouds
277,Talara,PE,2022-09-25 03:21:14,-4.5772,-81.2719,64.4,80,98,19.37,overcast clouds
278,Soyo,AO,2022-09-25 03:21:15,-6.1349,12.3689,72.45,87,97,5.48,overcast clouds
279,Leningradskiy,RU,2022-09-25 03:21:16,69.3833,178.4167,32.47,86,96,8.97,light snow
280,Vila Velha,BR,2022-09-25 03:19:44,-20.3297,-40.2925,69.75,83,75,9.22,broken clouds
281,Teknaf,BD,2022-09-25 03:21:16,20.8624,92.3058,83.44,75,98,1.19,overcast clouds
282,Moron,AR,2022-09-25 03:21:17,-34.6534,-58.6198,62.35,78,99,5.79,overcast clouds
283,Naron,ES,2022-09-25 03:21:17,43.5167,-8.1528,59.02,75,32,6.87,scattered clouds
284,Solenzo,BF,2022-09-25 03:21:17,12.1833,-4.0833,72.07,85,100,4.41,light rain
285,Tsiroanomandidy,MG,2022-09-25 03:21:18,-18.7667,46.0333,63.91,71,9,3.29,clear sky
286,Hervey Bay,AU,2022-09-25 03:21:18,-25.2986,152.8535,73.35,49,0,6.04,clear sky
287,Taltal,CL,2022-09-25 03:21:18,-25.4,-70.4833,58.98,71,0,6.17,clear sky
288,Shimanovsk,RU,2022-09-25 03:21:19,52.0,127.7,56.93,65,100,4.97,overcast clouds
289,Sao Felix Do Xingu,BR,2022-09-25 03:21:19,-6.6447,-51.995,74.97,73,58,1.03,broken clouds
290,Esperance,AU,2022-09-25 03:21:20,-33.8667,121.9,59.14,64,94,11.72,overcast clouds
291,Gat,IL,2022-09-25 03:21:20,31.61,34.7642,79.39,60,0,6.38,clear sky
292,Qala,AZ,2022-09-25 03:21:20,40.4418,50.1681,67.33,67,91,30.13,overcast clouds
293,Pingliang,CN,2022-09-25 03:21:21,35.5392,106.6861,65.71,50,0,6.44,clear sky
294,Yarensk,RU,2022-09-25 03:21:21,62.1675,49.0916,39.51,85,100,11.39,overcast clouds
295,Tiksi,RU,2022-09-25 03:21:22,71.6872,128.8694,33.44,82,31,17.63,scattered clouds
296,Nanakuli,US,2022-09-25 03:21:22,21.3906,-158.1547,82.35,67,100,12.66,moderate rain
297,Comodoro Rivadavia,AR,2022-09-25 03:17:18,-45.8667,-67.5,37.26,93,0,5.75,clear sky
298,Payakumbuh,ID,2022-09-25 03:21:23,-0.2202,100.6308,77.23,76,100,1.43,overcast clouds
299,Kindu,CD,2022-09-25 03:21:23,-2.95,25.95,68.09,99,100,0.92,moderate rain
300,Merauke,ID,2022-09-25 03:21:23,-8.4667,140.3333,80.8,82,79,12.97,broken clouds
301,Tazovskiy,RU,2022-09-25 03:21:24,67.4667,78.7,30.9,80,93,16.58,overcast clouds
302,Tarakan,ID,2022-09-25 03:21:24,3.3,117.6333,83.7,74,40,5.75,scattered clouds
303,Saint-Joseph,RE,2022-09-25 03:21:25,-21.3667,55.6167,68.38,76,49,12.41,scattered clouds
304,Torbay,CA,2022-09-25 03:21:25,47.6666,-52.7314,59.16,89,75,19.57,broken clouds
305,Vestmanna,FO,2022-09-25 03:21:26,62.1564,-7.1664,50.92,93,100,13.8,overcast clouds
306,Jambi,ID,2022-09-25 03:21:26,-1.6,103.6167,86.14,60,88,5.3,overcast clouds
307,Tabasco,MX,2022-09-25 03:21:27,18.0,-92.6667,79.07,89,40,0.0,scattered clouds
308,Bethel,US,2022-09-25 03:21:27,41.3712,-73.414,56.64,82,0,0.0,clear sky
309,Shingu,JP,2022-09-25 03:21:27,33.7333,135.9833,76.98,56,91,4.47,overcast clouds
310,Xambioa,BR,2022-09-25 03:21:28,-6.4111,-48.5364,79.27,60,29,3.42,scattered clouds
311,Kurilsk,RU,2022-09-25 03:21:28,45.2333,147.8833,60.82,80,27,20.74,scattered clouds
312,Lethem,GY,2022-09-25 03:21:29,3.3803,-59.7968,80.62,63,50,3.76,light rain
313,Tigil,RU,2022-09-25 03:21:29,57.8,158.6667,47.86,65,100,17.2,overcast clouds
314,Nicolas Bravo,MX,2022-09-25 03:21:30,18.45,-88.9167,73.47,99,63,1.57,broken clouds
315,North Platte,US,2022-09-25 03:21:30,41.1239,-100.7654,65.12,42,0,11.99,clear sky
316,Victoria,HK,2022-09-25 03:21:30,22.2855,114.1577,87.96,72,64,3.0,broken clouds
317,Cidreira,BR,2022-09-25 03:21:31,-30.1811,-50.2056,58.55,85,3,9.08,clear sky
318,Muri,IN,2022-09-25 03:21:31,23.3667,85.8667,81.55,78,100,1.36,overcast clouds
319,Luwuk,ID,2022-09-25 03:21:32,-0.9516,122.7875,86.22,59,99,8.99,overcast clouds
320,Ovalle,CL,2022-09-25 03:21:32,-30.5983,-71.2003,51.22,84,0,1.52,clear sky
321,Walvis Bay,NA,2022-09-25 03:22:32,-22.9575,14.5053,56.08,87,100,10.36,overcast clouds
322,Port Lavaca,US,2022-09-25 03:22:33,28.615,-96.6261,82.98,86,0,3.44,clear sky
323,Bonavista,CA,2022-09-25 03:22:33,48.6499,-53.1147,59.4,80,8,27.09,clear sky
324,Marsabit,KE,2022-09-25 03:22:34,2.3284,37.9899,61.09,86,71,17.78,broken clouds
325,Ormara,PK,2022-09-25 03:22:34,25.2088,64.6357,79.56,84,39,9.17,scattered clouds
326,Ust-Kuyga,RU,2022-09-25 03:22:34,70.0167,135.6,32.47,67,4,3.27,clear sky
327,Bosaso,SO,2022-09-25 03:22:35,11.2842,49.1816,86.11,54,33,5.53,scattered clouds
328,Borogontsy,RU,2022-09-25 03:22:35,62.6683,131.1683,42.19,86,100,10.78,overcast clouds
329,Aguimes,ES,2022-09-25 03:22:36,27.9054,-15.4461,69.85,94,75,8.01,broken clouds
330,Opuwo,NA,2022-09-25 03:22:36,-18.0607,13.84,63.01,26,17,4.45,few clouds
331,Gumia,IN,2022-09-25 03:22:37,23.7833,85.8167,82.24,79,89,2.44,overcast clouds
332,Bira,RU,2022-09-25 03:22:37,49.0,132.4667,65.93,50,57,4.32,broken clouds
333,Komsomolskiy,UZ,2022-09-25 03:22:37,40.4272,71.7189,74.12,28,0,0.0,clear sky
334,Bukachacha,RU,2022-09-25 03:22:38,52.9833,116.9167,41.81,57,98,8.12,light rain
335,Salta,AR,2022-09-25 03:22:38,-24.7859,-65.4117,50.59,50,0,8.05,clear sky
336,Coquimbo,CL,2022-09-25 03:22:39,-29.9533,-71.3436,53.33,87,0,2.3,clear sky
337,Half Moon Bay,US,2022-09-25 03:19:32,37.4636,-122.4286,76.87,74,100,17.27,fog
338,Kushiro,JP,2022-09-25 03:22:39,42.975,144.3747,74.35,53,20,9.22,few clouds
339,Muros,ES,2022-09-25 03:22:39,42.7762,-9.0603,52.84,88,3,10.13,clear sky
340,Dunedin,NZ,2022-09-25 03:22:40,-45.8742,170.5036,47.8,90,100,3.0,overcast clouds
341,Ilam,NP,2022-09-25 03:22:40,26.9167,87.9167,71.22,89,100,2.66,overcast clouds
342,Ismailia,EG,2022-09-25 03:22:41,30.6043,32.2723,72.91,78,27,9.69,scattered clouds
343,Nome,US,2022-09-25 03:22:41,64.5011,-165.4064,46.47,77,40,5.75,moderate rain
344,Wildomar,US,2022-09-25 03:20:04,33.5989,-117.28,84.87,34,0,6.91,clear sky
345,Tvoroyri,FO,2022-09-25 03:22:42,61.5556,-6.8111,52.45,87,100,32.59,overcast clouds
346,Pozo Colorado,PY,2022-09-25 03:22:42,-23.4923,-58.7972,63.54,46,100,4.9,overcast clouds
347,Ankpa,NG,2022-09-25 03:22:43,7.3706,7.6253,70.3,98,97,4.05,overcast clouds
348,Ayorou,NE,2022-09-25 03:22:43,14.7308,0.9174,86.59,47,77,8.63,broken clouds
349,Antofagasta,CL,2022-09-25 03:18:32,-23.65,-70.4,58.28,81,45,7.83,scattered clouds
350,Adrar,MR,2022-09-25 03:22:43,20.5022,-10.0711,88.56,38,62,16.04,broken clouds
351,Orel-Izumrud,RU,2022-09-25 03:22:44,43.4583,39.9244,55.02,87,75,6.71,broken clouds
352,Baturaja,ID,2022-09-25 03:22:44,-4.1333,104.1667,86.79,60,9,3.27,clear sky
353,Karaton,ID,2022-09-25 03:22:45,-6.3424,106.1045,86.92,61,36,0.4,scattered clouds
354,Prince Rupert,CA,2022-09-25 03:22:45,54.3161,-130.3201,55.49,94,100,13.8,light rain
355,Pacific Grove,US,2022-09-25 03:19:04,36.6177,-121.9166,61.21,91,100,6.91,overcast clouds
356,Iqaluit,CA,2022-09-25 03:22:46,63.7506,-68.5145,35.33,87,0,12.66,clear sky
357,Sola,VU,2022-09-25 03:22:46,-13.8833,167.55,80.96,78,42,13.58,scattered clouds
358,Houma,US,2022-09-25 03:22:47,29.5958,-90.7195,80.6,84,0,0.0,clear sky
359,Kefar Yona,IL,2022-09-25 03:22:47,32.3167,34.9351,73.65,67,0,6.89,clear sky
360,Beringovskiy,RU,2022-09-25 03:22:47,63.05,179.3167,36.07,84,99,14.99,light rain
361,Egvekinot,RU,2022-09-25 03:22:48,66.3167,-179.1667,29.43,60,95,13.69,overcast clouds
362,Bani Walid,LY,2022-09-25 03:22:48,31.7566,13.9942,65.07,83,0,3.36,clear sky
363,Kota Belud,MY,2022-09-25 03:22:49,6.351,116.4305,86.95,58,98,11.63,overcast clouds
364,Maumere,ID,2022-09-25 03:22:49,-8.6199,122.2111,85.21,61,35,2.46,scattered clouds
365,Port-Gentil,GA,2022-09-25 03:22:49,-0.7193,8.7815,76.19,87,100,13.67,light rain
366,Khandyga,RU,2022-09-25 03:22:50,62.6667,135.6,38.86,85,100,5.19,overcast clouds
367,Shaowu,CN,2022-09-25 03:22:50,27.3409,117.4831,86.72,40,0,1.05,clear sky
368,Mezen,RU,2022-09-25 03:23:51,65.8522,44.24,32.04,82,100,10.04,overcast clouds
369,Rizhao,CN,2022-09-25 03:23:51,35.4275,119.4553,71.35,57,7,7.27,clear sky
370,Kiskunmajsa,HU,2022-09-25 03:23:52,46.4903,19.74,56.91,51,100,5.41,overcast clouds
371,Moerai,PF,2022-09-25 03:23:14,-22.4333,-151.3333,71.53,61,18,20.71,few clouds
372,Nyurba,RU,2022-09-25 03:23:52,63.2842,118.3319,34.72,99,100,3.18,overcast clouds
373,Chuchkovo,RU,2022-09-25 03:23:52,54.2693,41.4465,46.47,91,100,13.24,overcast clouds
374,Spencer,US,2022-09-25 03:23:53,43.1414,-95.1444,62.64,63,20,5.75,few clouds
375,Ahipara,NZ,2022-09-25 03:23:09,-35.1667,173.1667,62.62,66,28,3.76,scattered clouds
376,Galesburg,US,2022-09-25 03:23:53,40.9478,-90.3712,68.95,70,0,5.75,clear sky
377,Nanzhou,CN,2022-09-25 03:23:54,29.3596,112.4024,70.11,68,97,4.43,overcast clouds
378,Saint George,US,2022-09-25 03:23:54,37.1041,-113.5841,81.95,19,0,4.61,clear sky
379,Kyshtovka,RU,2022-09-25 03:23:54,56.555,76.6271,42.57,84,100,10.27,light rain
380,Imeni Poliny Osipenko,RU,2022-09-25 03:23:55,52.4201,136.4853,56.84,65,60,8.97,broken clouds
381,Poum,NC,2022-09-25 03:23:55,-20.2333,164.0167,76.01,77,4,5.14,clear sky
382,Grindavik,IS,2022-09-25 03:23:55,63.8424,-22.4338,51.75,66,75,50.64,mist
383,Koundara,GN,2022-09-25 03:23:56,12.4833,-13.3,72.59,99,94,4.05,overcast clouds
384,Curillo,CO,2022-09-25 03:23:56,1.0333,-75.9191,70.9,91,100,1.25,overcast clouds
385,Okhotsk,RU,2022-09-25 03:23:57,59.3833,143.3,46.51,42,100,4.81,overcast clouds
386,Zyryanskoye,RU,2022-09-25 03:23:57,56.8306,86.6258,40.32,80,100,6.87,overcast clouds
387,Lopandino,RU,2022-09-25 03:23:58,52.4666,34.8163,44.51,92,100,16.73,light rain
388,Mbuji-Mayi,CD,2022-09-25 03:23:58,-6.15,23.6,67.33,94,98,3.36,overcast clouds
389,Okha,RU,2022-09-25 03:23:58,53.5739,142.9478,48.27,92,100,28.79,light rain
390,Balakirevo,RU,2022-09-25 03:23:59,56.5059,38.8432,42.35,91,100,8.9,overcast clouds
391,San Jeronimo,PE,2022-09-25 03:23:59,-11.9472,-75.2829,46.09,82,100,2.28,overcast clouds
392,Chumphon,TH,2022-09-25 03:23:59,10.3333,98.8333,79.63,77,100,5.66,overcast clouds
393,Domodossola,IT,2022-09-25 03:24:00,46.1165,8.2931,59.72,98,100,0.34,overcast clouds
394,Celina,US,2022-09-25 03:24:00,40.5489,-84.5702,66.76,78,80,12.93,broken clouds
395,Paita,PE,2022-09-25 03:24:01,-5.0892,-81.1144,62.65,83,91,14.34,overcast clouds
396,Harlingen,US,2022-09-25 03:22:34,26.1906,-97.6961,82.89,92,0,6.91,clear sky
397,Inta,RU,2022-09-25 03:24:01,66.0317,60.1659,29.62,82,6,8.61,clear sky
398,Laramie,US,2022-09-25 03:20:49,41.3114,-105.5911,53.98,39,0,6.91,clear sky
399,Kruisfontein,ZA,2022-09-25 03:24:02,-34.0033,24.7314,53.89,75,100,4.56,overcast clouds
400,Ligayan,PH,2022-09-25 03:24:02,4.6533,119.4706,85.35,71,98,21.52,moderate rain
401,De Aar,ZA,2022-09-25 03:24:03,-30.6497,24.0123,64.0,17,82,4.07,broken clouds
402,Kankon,IN,2022-09-25 03:24:03,15.0167,74.0167,78.85,79,70,1.5,broken clouds
403,Aksu,CN,2022-09-25 03:24:03,41.1231,80.2644,72.55,33,87,2.55,overcast clouds
404,Jalu,LY,2022-09-25 03:24:04,29.0331,21.5482,71.64,74,14,12.57,few clouds
405,Nagutskoye,RU,2022-09-25 03:24:04,44.4415,42.8762,50.22,83,68,10.07,broken clouds
406,Fukue,JP,2022-09-25 03:24:05,32.6881,128.8419,79.16,65,40,6.91,scattered clouds
407,Nieuw Amsterdam,SR,2022-09-25 03:24:05,5.8833,-55.0833,81.01,88,100,7.4,overcast clouds
408,Muriwai Beach,NZ,2022-09-25 03:24:06,-36.8167,174.45,67.42,63,35,2.73,scattered clouds
409,Maragogi,BR,2022-09-25 03:24:06,-9.0122,-35.2225,76.84,68,100,7.56,overcast clouds
410,Tlapacoyan,MX,2022-09-25 03:24:07,19.9667,-97.2167,72.68,95,67,1.83,broken clouds
411,Nabire,ID,2022-09-25 03:25:07,-3.3667,135.4833,79.63,85,100,1.86,overcast clouds
412,Abong Mbang,CM,2022-09-25 03:25:08,3.9833,13.1833,65.59,96,87,1.48,overcast clouds
413,Alugan,PH,2022-09-25 03:23:22,12.2188,125.4808,84.25,71,100,9.15,overcast clouds
414,Martapura,ID,2022-09-25 03:25:08,-3.4167,114.85,84.29,74,20,3.44,few clouds
415,Grand Gaube,MU,2022-09-25 03:25:09,-20.0064,57.6608,72.0,67,2,5.01,clear sky
416,Deputatskiy,RU,2022-09-25 03:25:09,69.3,139.9,24.21,86,100,4.76,overcast clouds
417,Mindelo,CV,2022-09-25 03:25:10,16.8901,-24.9804,78.35,78,0,2.3,clear sky
418,Havre-Saint-Pierre,CA,2022-09-25 03:25:10,50.2334,-63.5986,44.96,70,75,17.27,broken clouds
419,Fernley,US,2022-09-25 03:21:34,39.608,-119.2518,75.02,20,0,4.09,clear sky
420,Sheregesh,RU,2022-09-25 03:25:11,52.9209,87.9869,51.31,53,97,4.12,overcast clouds
421,Talaya,RU,2022-09-25 03:25:11,61.3833,152.75,31.5,77,100,3.87,overcast clouds
422,Lucea,JM,2022-09-25 03:25:12,18.451,-78.1736,80.46,80,93,13.02,overcast clouds
423,Palmer,US,2022-09-25 03:25:12,42.1584,-72.3287,52.9,85,20,0.0,few clouds
424,Kaduqli,SD,2022-09-25 03:25:13,11.0167,29.7167,71.35,91,76,1.39,broken clouds
425,Vlasotince,RS,2022-09-25 03:25:13,42.9636,22.1231,41.85,53,98,4.14,overcast clouds
426,Paka,MY,2022-09-25 03:25:14,4.6374,103.4368,89.53,66,20,4.61,few clouds
427,Anadyr,RU,2022-09-25 03:25:14,64.75,177.4833,37.9,51,20,17.9,few clouds
428,Tezu,IN,2022-09-25 03:25:15,27.9167,96.1667,74.25,94,100,2.04,overcast clouds
429,Lappeenranta,FI,2022-09-25 03:25:15,61.0587,28.1887,43.81,86,0,11.5,clear sky
430,Olafsvik,IS,2022-09-25 03:25:15,64.8945,-23.7142,46.02,68,0,47.27,clear sky
431,Gilgit,PK,2022-09-25 03:25:16,35.9221,74.3087,72.88,48,31,3.42,scattered clouds
432,Orlik,RU,2022-09-25 03:25:16,52.5178,99.825,43.03,51,58,5.06,broken clouds
433,Ambunti,PG,2022-09-25 03:25:17,-4.2365,142.8448,88.66,59,98,2.06,overcast clouds
434,Umm Kaddadah,SD,2022-09-25 03:25:17,13.6017,26.6876,82.0,52,32,7.72,scattered clouds
435,Yaan,NG,2022-09-25 03:25:17,7.3833,8.5667,72.01,97,100,4.25,overcast clouds
436,Nashville,US,2022-09-25 03:23:53,36.1659,-86.7844,75.51,63,100,8.05,overcast clouds
437,Hokitika,NZ,2022-09-25 03:25:18,-42.7167,170.9667,59.09,74,100,5.28,moderate rain
438,Kelvington,CA,2022-09-25 03:25:18,52.1667,-103.5343,53.58,46,15,10.49,few clouds
439,Husavik,IS,2022-09-25 03:25:19,66.0449,-17.3389,51.48,60,53,49.66,broken clouds
440,Undory,RU,2022-09-25 03:25:19,54.6085,48.3928,45.64,68,100,3.11,overcast clouds
441,Temir,KZ,2022-09-25 03:25:19,49.1414,57.13,72.66,24,94,17.13,overcast clouds
442,Rupert,US,2022-09-25 03:25:20,42.6191,-113.6772,53.55,54,0,0.0,clear sky
443,Sabang,ID,2022-09-25 03:25:20,5.8933,95.3214,82.51,71,100,16.91,overcast clouds
444,Waitati,NZ,2022-09-25 03:25:21,-45.75,170.5667,47.8,90,100,11.36,overcast clouds
445,Nizhniy Chir,RU,2022-09-25 03:25:21,48.3597,43.0865,48.88,81,12,16.28,few clouds
446,Bo Phloi,TH,2022-09-25 03:25:22,14.3236,99.5161,82.65,77,100,1.63,overcast clouds
447,Sechura,PE,2022-09-25 03:25:22,-5.5569,-80.8222,62.26,82,60,13.85,broken clouds
448,Bilma,NE,2022-09-25 03:25:23,18.6853,12.9164,88.14,14,7,5.1,clear sky
449,Grand-Lahou,CI,2022-09-25 03:25:23,5.1367,-5.0242,74.64,93,100,5.95,overcast clouds
450,Bambous Virieux,MU,2022-09-25 03:25:23,-20.3428,57.7575,71.85,68,40,11.5,scattered clouds
451,Yulara,AU,2022-09-25 03:25:24,-25.2406,130.9889,85.73,23,97,10.76,overcast clouds
452,Notodden,NO,2022-09-25 03:25:24,59.5594,9.2585,41.95,92,81,2.26,broken clouds
453,Quatre Cocos,MU,2022-09-25 03:25:24,-20.2078,57.7625,71.71,72,23,17.34,few clouds
454,Pimentel,PE,2022-09-25 03:26:25,-6.8367,-79.9342,61.74,86,70,15.19,broken clouds
455,Saint-Augustin,CA,2022-09-25 03:26:25,51.226,-58.6502,55.44,78,100,27.27,overcast clouds
456,Baliwagan,PH,2022-09-25 03:26:26,10.3971,122.8911,82.04,83,100,15.14,light rain
457,San Policarpo,PH,2022-09-25 03:26:26,12.1791,125.5072,84.79,69,100,9.78,overcast clouds
458,Turayf,SA,2022-09-25 03:26:27,31.6725,38.6637,66.45,59,0,12.66,clear sky
459,Chernyshevskiy,RU,2022-09-25 03:26:27,63.0128,112.4714,32.2,66,75,8.59,broken clouds
460,Ixtapa,MX,2022-09-25 03:25:16,20.7,-105.2,83.43,79,75,4.61,broken clouds
461,Rio Grande,BR,2022-09-25 03:26:28,-32.035,-52.0986,54.68,81,3,9.17,clear sky
462,North Bend,US,2022-09-25 03:26:28,43.4065,-124.2243,61.92,91,0,14.97,clear sky
463,Nelson Bay,AU,2022-09-25 03:26:29,-32.7167,152.15,71.1,55,0,8.43,clear sky
464,Kununurra,AU,2022-09-25 03:21:32,-15.7667,128.7333,100.38,27,13,8.05,few clouds
465,La Ronge,CA,2022-09-25 03:26:29,55.1001,-105.2842,52.05,62,20,11.5,few clouds
466,Seoul,KR,2022-09-25 03:26:30,37.5683,126.9778,72.97,51,0,4.61,clear sky
467,Gaborone,BW,2022-09-25 03:26:30,-24.6545,25.9086,67.91,64,0,10.36,clear sky
468,Marawi,PH,2022-09-25 03:26:30,7.9986,124.2928,79.48,68,100,8.34,overcast clouds
469,Kaabong,UG,2022-09-25 03:26:31,3.4836,34.1492,64.24,58,29,7.29,scattered clouds
470,Rudnaya Pristan,RU,2022-09-25 03:26:31,44.3614,135.8116,68.04,51,41,6.02,scattered clouds
471,Laguna,US,2022-09-25 03:26:32,38.421,-121.4238,83.32,40,0,6.91,clear sky
472,Mana,GF,2022-09-25 03:26:32,5.6592,-53.7767,78.08,83,70,8.08,broken clouds
473,Khuzdar,PK,2022-09-25 03:26:32,27.7384,66.6434,73.06,55,5,3.0,clear sky
474,Sur,OM,2022-09-25 03:26:33,22.5667,59.5289,85.46,55,17,8.37,few clouds
475,Darnah,LY,2022-09-25 03:26:33,32.767,22.6367,71.6,64,22,10.11,few clouds
476,Spring,US,2022-09-25 03:26:33,30.0799,-95.4172,83.05,73,75,6.91,broken clouds
477,Luganville,VU,2022-09-25 03:26:34,-15.5333,167.1667,83.34,74,87,8.63,overcast clouds
478,Jodhpur,IN,2022-09-25 03:23:05,26.2867,73.03,80.29,68,90,15.64,overcast clouds
479,Ikungi,TZ,2022-09-25 03:26:34,-5.1333,34.7667,58.75,82,98,11.41,overcast clouds
480,Kuruman,ZA,2022-09-25 03:26:35,-27.4524,23.4325,59.0,42,11,11.48,few clouds
481,Barcelos,PT,2022-09-25 03:26:35,41.5388,-8.6151,58.84,87,9,7.0,clear sky
482,Erzin,TR,2022-09-25 03:26:36,36.9559,36.2,64.47,59,0,3.53,clear sky
483,Kieta,PG,2022-09-25 03:26:36,-6.2167,155.6333,85.41,65,62,5.53,broken clouds
484,Panukulan,PH,2022-09-25 03:26:36,14.9333,121.8144,76.95,93,100,13.56,heavy intensity rain
485,Skaelskor,DK,2022-09-25 03:26:37,55.2506,11.2935,55.74,80,98,5.91,light rain
486,Vardo,NO,2022-09-25 03:26:37,70.3705,31.1107,40.98,87,45,6.91,scattered clouds
487,Lantawan,PH,2022-09-25 03:26:38,10.6167,123.9833,83.89,74,100,9.69,overcast clouds
488,Aden,YE,2022-09-25 03:26:38,12.7794,45.0367,87.53,68,100,11.79,overcast clouds
489,Waipawa,NZ,2022-09-25 03:26:38,-41.4122,175.5153,49.06,83,100,7.78,overcast clouds
490,Cessnock,AU,2022-09-25 03:26:39,-32.8333,151.35,70.56,35,0,5.82,clear sky
491,Port Moresby,PG,2022-09-25 03:26:39,-9.4431,147.1797,89.02,62,40,17.27,haze
492,Flin Flon,CA,2022-09-25 03:26:39,54.7682,-101.865,52.84,58,52,9.53,broken clouds
493,Jacareacanga,BR,2022-09-25 03:26:40,-6.2222,-57.7528,76.41,48,0,0.78,clear sky
494,Yatou,CN,2022-09-25 03:26:40,37.15,122.3833,72.54,51,40,8.25,scattered clouds
495,Shibetsu,JP,2022-09-25 03:26:41,43.659,145.132,74.1,60,20,5.75,few clouds
496,Killybegs,IE,2022-09-25 03:26:41,54.6333,-8.45,55.38,71,100,7.49,overcast clouds
497,Manaira,BR,2022-09-25 03:26:41,-7.7061,-38.1544,68.99,66,8,3.78,clear sky
498,Teya,RU,2022-09-25 03:26:42,60.3778,92.6267,33.58,91,99,2.44,overcast clouds
499,Lubango,AO,2022-09-25 03:26:42,-14.9172,13.4925,65.91,42,86,1.95,overcast clouds
500,Parkes,AU,2022-09-25 03:26:43,-33.1333,148.1833,61.09,53,0,7.49,clear sky
501,Zyryanka,RU,2022-09-25 03:27:43,65.75,150.85,41.65,54,8,11.32,clear sky
502,Mattru,SL,2022-09-25 03:27:44,7.6244,-11.8332,72.03,99,100,2.91,overcast clouds
503,Baoqing,CN,2022-09-25 03:27:44,46.3317,132.2111,67.41,45,89,10.09,overcast clouds
504,Dicabisagan,PH,2022-09-25 03:27:44,17.0818,122.4157,80.06,90,100,8.23,light rain
505,Sandwick,GB,2022-09-25 03:27:45,60.0,-1.25,53.42,87,100,17.27,light rain
506,Aklavik,CA,2022-09-25 03:27:45,68.2191,-135.0107,37.24,98,100,7.02,overcast clouds
507,San Francisco,US,2022-09-25 03:27:46,37.7749,-122.4194,79.68,86,20,17.27,few clouds
508,Tenenkou,ML,2022-09-25 03:27:46,14.4572,-4.9169,78.31,70,90,13.58,overcast clouds
509,Serra Talhada,BR,2022-09-25 03:27:46,-7.9919,-38.2983,75.51,60,4,11.83,clear sky
510,Gediz,TR,2022-09-25 03:27:47,39.0417,29.41,48.22,44,0,4.23,clear sky
511,Touros,BR,2022-09-25 03:27:47,-5.1989,-35.4608,77.88,67,16,14.25,few clouds
512,Los Llanos De Aridane,ES,2022-09-25 03:27:48,28.6585,-17.9182,69.55,97,100,8.05,mist
513,Naryan-Mar,RU,2022-09-25 03:27:48,67.6713,53.087,30.4,89,15,7.61,few clouds
514,Leland,US,2022-09-25 03:26:03,34.2563,-78.0447,71.96,71,0,4.61,clear sky
515,Nasice,HR,2022-09-25 03:27:49,45.4886,18.0878,54.75,86,100,4.16,light rain
516,Saint Anthony,US,2022-09-25 03:27:49,45.0205,-93.218,59.67,85,100,12.66,overcast clouds
517,Askino,RU,2022-09-25 03:27:50,56.0901,56.5783,55.89,81,100,6.98,overcast clouds
518,Oistins,BB,2022-09-25 03:27:50,13.0667,-59.5333,80.69,89,40,12.66,scattered clouds
519,Auki,SB,2022-09-25 03:27:50,-8.7676,160.7034,82.9,73,44,1.88,scattered clouds
520,Pemangkat,ID,2022-09-25 03:27:51,1.1667,108.9667,84.79,65,81,2.21,broken clouds
521,Tubuala,PA,2022-09-25 03:27:51,9.5167,-79.0333,78.58,85,100,6.33,overcast clouds
522,Uchiza,PE,2022-09-25 03:27:52,-8.4592,-76.4633,71.13,88,50,2.26,scattered clouds
